date,region,product,sales,quantity,customer_age,satisfaction_score,date_year,date_month,date_day,date_dayofweek,date_quarter,sales_bin,quantity_bin,customer_age_bin,satisfaction_score_bin,date_month_bin,date_day_bin,date_dayofweek_bin,sales_per_quantity,sales_per_customer_age,sales_per_satisfaction_score,sales_per_date_year,sales_per_date_month
2023-10-03,North,Product B,116,86,33,3.81,2023,10,3,1,4,Q1,Q5,Q2,Q4,Q5,Q1,Q1,1.3488372093023255,3.515151515151515,30.446194225721783,0.05734058329214039,11.6
2023-10-04,North,Product A,1343,7,29,4.97,2023,10,4,2,4,Q2,Q1,Q1,Q5,Q5,Q1,Q2,191.85714285714286,46.310344827586206,270.2213279678069,0.6638655462184874,134.3
2023-10-05,South,Product B,2305,14,34,1.53,2023,10,5,3,4,Q3,Q1,Q2,Q1,Q5,Q1,Q3,164.64285714285714,67.79411764705883,1506.5359477124182,1.1393969352446862,230.5
2023-10-06,East,Product C,2624,79,33,2.1,2023,10,6,4,4,Q3,Q4,Q2,Q2,Q5,Q1,Q3,33.21518987341772,79.51515151515152,1249.5238095238094,1.2970835392980722,262.4
2023-10-07,East,Product B,1169,7,29,2.58,2023,10,7,5,4,Q1,Q1,Q1,Q2,Q5,Q1,Q4,167.0,40.310344827586206,453.1007751937984,0.5778546712802768,116.9
2023-10-08,South,Product B,3544,9,25,2.69,2023,10,8,6,4,Q4,Q1,Q1,Q2,Q5,Q2,Q5,393.77777777777777,141.76,1317.4721189591078,1.7518536826495303,354.4
2023-10-09,East,Product E,2665,48,37,2.64,2023,10,9,0,4,Q3,Q3,Q2,Q2,Q5,Q2,Q1,55.520833333333336,72.02702702702703,1009.4696969696969,1.3173504695996046,266.5
2023-10-10,South,Product B,1160,72,20,4.63,2023,10,10,1,4,Q1,Q4,Q1,Q5,Q5,Q2,Q1,16.11111111111111,58.0,250.53995680345574,0.5734058329214039,116.0
2023-10-11,East,Product A,2427,59,33,3.86,2023,10,11,2,4,Q3,Q3,Q2,Q4,Q5,Q2,Q2,41.13559322033898,73.54545454545455,628.7564766839379,1.1997034107760751,242.7
2023-10-12,West,Product B,3520,87,47,3.43,2023,10,12,3,4,Q4,Q5,Q3,Q4,Q5,Q2,Q3,40.45977011494253,74.8936170212766,1026.2390670553934,1.7399901136925358,352.0
2023-10-13,East,Product D,401,93,62,2.24,2023,10,13,4,4,Q1,Q5,Q4,Q2,Q5,Q2,Q3,4.311827956989247,6.467741935483871,179.01785714285714,0.19822046465645082,40.1
2023-10-14,North,Product D,4376,82,40,4.3,2023,10,14,5,4,Q5,Q5,Q3,Q5,Q5,Q3,Q4,53.36585365853659,109.4,1017.6744186046512,2.1631240731586754,437.6
2023-10-15,North,Product E,706,95,45,4.82,2023,10,15,6,4,Q1,Q5,Q3,Q5,Q5,Q3,Q5,7.431578947368421,15.688888888888888,146.47302904564316,0.34898665348492336,70.6
2023-10-16,West,Product E,3270,94,68,4.28,2023,10,16,0,4,Q4,Q5,Q5,Q5,Q5,Q3,Q1,34.787234042553195,48.088235294117645,764.018691588785,1.6164112703905091,327.0
2023-10-17,East,Product D,799,39,57,1.01,2023,10,17,1,4,Q1,Q2,Q4,Q1,Q5,Q3,Q1,20.487179487179485,14.017543859649123,791.0891089108911,0.3949579831932773,79.9
2023-10-18,North,Product E,1239,99,71,3.55,2023,10,18,2,4,Q2,Q5,Q5,Q4,Q5,Q3,Q2,12.515151515151516,17.450704225352112,349.0140845070423,0.6124567474048442,123.9
2023-10-19,North,Product E,290,18,22,1.2,2023,10,19,3,4,Q1,Q1,Q1,Q1,Q5,Q3,Q3,16.11111111111111,13.181818181818182,241.66666666666669,0.14335145823035098,29.0
2023-10-20,East,Product C,2400,59,37,2.03,2023,10,20,4,4,Q3,Q3,Q2,Q2,Q5,Q4,Q3,40.67796610169491,64.86486486486487,1182.266009852217,1.1863568956994563,240.0
2023-10-21,South,Product C,1080,17,57,1.24,2023,10,21,5,4,Q1,Q1,Q4,Q1,Q5,Q4,Q4,63.529411764705884,18.94736842105263,870.9677419354839,0.5338606030647554,108.0
2023-10-22,East,Product B,3075,14,73,3.42,2023,10,22,6,4,Q3,Q1,Q5,Q4,Q5,Q4,Q5,219.64285714285714,42.12328767123287,899.1228070175439,1.5200197726149283,307.5
2023-10-23,South,Product D,1284,31,61,3.75,2023,10,23,0,4,Q2,Q2,Q4,Q4,Q5,Q4,Q1,41.41935483870968,21.049180327868854,342.4,0.6347009391992091,128.4
2023-10-24,West,Product A,3427,24,18,1.46,2023,10,24,1,4,Q4,Q2,Q1,Q1,Q5,Q4,Q1,142.79166666666666,190.38888888888889,2347.2602739726026,1.6940187839841818,342.7
2023-10-25,West,Product D,3494,99,74,2.54,2023,10,25,2,4,Q4,Q5,Q5,Q2,Q5,Q4,Q2,35.292929292929294,47.21621621621622,1375.5905511811025,1.727137913989125,349.4
2023-10-26,North,Product D,227,60,47,2.82,2023,10,26,3,4,Q1,Q3,Q3,Q3,Q5,Q5,Q3,3.783333333333333,4.829787234042553,80.49645390070923,0.11220958971824024,22.7
2023-10-27,North,Product C,2165,45,38,2.48,2023,10,27,4,4,Q3,Q3,Q2,Q2,Q5,Q5,Q3,48.111111111111114,56.973684210526315,872.983870967742,1.070192782995551,216.5
2023-10-28,North,Product C,1916,98,37,1.48,2023,10,28,5,4,Q2,Q5,Q2,Q1,Q5,Q5,Q4,19.551020408163264,51.78378378378378,1294.5945945945946,0.9471082550667326,191.6
2023-10-29,South,Product E,669,3,23,2.68,2023,10,29,6,4,Q1,Q1,Q1,Q2,Q5,Q5,Q5,223.0,29.08695652173913,249.62686567164178,0.33069698467622344,66.9
2023-10-30,North,Product A,1995,37,39,4.0,2023,10,30,0,4,Q2,Q2,Q2,Q4,Q5,Q5,Q1,53.91891891891892,51.15384615384615,498.75,0.986159169550173,199.5
2023-10-31,East,Product C,2833,43,35,1.28,2023,10,31,1,4,Q3,Q3,Q2,Q1,Q5,Q5,Q1,65.88372093023256,80.94285714285714,2213.28125,1.4003954522985664,283.3
2023-11-01,South,Product E,3963,40,25,1.32,2023,11,1,2,4,Q4,Q2,Q1,Q1,Q5,Q1,Q2,99.075,158.52,3002.272727272727,1.958971824023727,360.27272727272725
2023-11-02,West,Product A,4821,90,56,2.42,2023,11,2,3,4,Q5,Q5,Q4,Q2,Q5,Q1,Q3,53.56666666666667,86.08928571428571,1992.1487603305786,2.383094414236283,438.27272727272725
2023-11-03,South,Product C,4114,55,49,4.77,2023,11,3,4,4,Q5,Q3,Q3,Q5,Q5,Q1,Q3,74.8,83.95918367346938,862.4737945492664,2.033613445378151,374.0
2023-11-04,North,Product D,3001,87,50,3.67,2023,11,4,5,4,Q3,Q5,Q3,Q4,Q5,Q1,Q4,34.49425287356322,60.02,817.7111716621254,1.4834404349975283,272.8181818181818
2023-11-05,East,Product D,1786,39,70,3.71,2023,11,5,6,4,Q2,Q2,Q5,Q4,Q5,Q1,Q5,45.794871794871796,25.514285714285716,481.40161725067384,0.8828472565496787,162.36363636363637
2023-11-06,East,Product A,3109,15,33,2.45,2023,11,6,0,4,Q4,Q1,Q2,Q2,Q5,Q1,Q1,207.26666666666668,94.21212121212122,1268.9795918367347,1.536826495304004,282.6363636363636
2023-11-07,North,Product A,254,4,29,3.37,2023,11,7,1,4,Q1,Q1,Q1,Q4,Q5,Q1,Q1,63.5,8.758620689655173,75.37091988130564,0.12555610479485912,23.09090909090909
2023-11-08,East,Product C,2637,93,55,1.04,2023,11,8,2,4,Q3,Q5,Q4,Q1,Q5,Q2,Q2,28.35483870967742,47.945454545454545,2535.576923076923,1.3035096391497776,239.72727272727272
2023-11-09,South,Product C,1509,86,69,3.54,2023,11,9,3,4,Q2,Q5,Q5,Q4,Q5,Q2,Q3,17.546511627906977,21.869565217391305,426.271186440678,0.7459218981710332,137.1818181818182
2023-11-10,South,Product A,4157,25,51,4.65,2023,11,10,4,4,Q5,Q2,Q3,Q5,Q5,Q2,Q3,166.28,81.50980392156863,893.9784946236558,2.0548690064260997,377.90909090909093
2023-11-11,North,Product A,884,13,31,3.45,2023,11,11,5,4,Q1,Q1,Q2,Q4,Q5,Q2,Q4,68.0,28.516129032258064,256.231884057971,0.4369747899159664,80.36363636363636
2023-11-12,East,Product E,3275,82,53,4.49,2023,11,12,6,4,Q4,Q5,Q4,Q5,Q5,Q2,Q5,39.9390243902439,61.79245283018868,729.3986636971047,1.6188828472565497,297.72727272727275
2023-11-13,West,Product E,4441,33,50,3.9,2023,11,13,0,4,Q5,Q2,Q3,Q4,Q5,Q2,Q1,134.57575757575756,88.82,1138.7179487179487,2.1952545724172023,403.72727272727275
2023-11-14,South,Product E,2906,16,40,1.48,2023,11,14,1,4,Q3,Q1,Q3,Q1,Q5,Q3,Q1,181.625,72.65,1963.5135135135135,1.4364804745427582,264.1818181818182
2023-11-15,South,Product D,637,42,67,4.61,2023,11,15,2,4,Q1,Q3,Q5,Q5,Q5,Q3,Q2,15.166666666666666,9.507462686567164,138.17787418655098,0.314878892733564,57.90909090909091
2023-11-16,South,Product D,1941,66,62,1.27,2023,11,16,3,4,Q2,Q4,Q4,Q1,Q5,Q3,Q3,29.40909090909091,31.306451612903224,1528.3464566929133,0.9594661393969353,176.45454545454547
2023-11-17,South,Product E,2555,55,19,3.14,2023,11,17,4,4,Q3,Q3,Q1,Q3,Q5,Q3,Q3,46.45454545454545,134.47368421052633,813.6942675159236,1.2629757785467128,232.27272727272728
2023-11-18,West,Product E,624,99,58,1.57,2023,11,18,5,4,Q1,Q5,Q4,Q1,Q5,Q3,Q4,6.303030303030303,10.758620689655173,397.45222929936307,0.3084527928818586,56.72727272727273
2023-11-19,North,Product A,3050,42,38,1.05,2023,11,19,6,4,Q3,Q3,Q2,Q1,Q5,Q3,Q5,72.61904761904762,80.26315789473684,2904.7619047619046,1.5076618882847257,277.27272727272725
2023-11-20,South,Product D,4231,34,19,2.69,2023,11,20,0,4,Q5,Q2,Q1,Q2,Q5,Q4,Q1,124.44117647058823,222.68421052631578,1572.8624535315985,2.0914483440434997,384.6363636363636
2023-11-21,East,Product E,4880,30,44,2.18,2023,11,21,1,4,Q5,Q2,Q3,Q2,Q5,Q4,Q1,162.66666666666666,110.9090909090909,2238.532110091743,2.412259021255561,443.6363636363636
2023-11-22,West,Product B,4215,13,74,2.94,2023,11,22,2,4,Q5,Q1,Q5,Q3,Q5,Q4,Q2,324.2307692307692,56.95945945945946,1433.6734693877552,2.08353929807217,383.1818181818182
2023-11-23,South,Product C,2468,13,26,3.31,2023,11,23,3,4,Q3,Q1,Q1,Q3,Q5,Q4,Q3,189.84615384615384,94.92307692307692,745.619335347432,1.2199703410776075,224.36363636363637
2023-11-24,East,Product E,3947,18,18,1.17,2023,11,24,4,4,Q4,Q1,Q1,Q1,Q5,Q4,Q3,219.27777777777777,219.27777777777777,3373.504273504274,1.9510627780523975,358.8181818181818
2023-11-25,South,Product D,4595,32,28,1.49,2023,11,25,5,4,Q5,Q2,Q1,Q1,Q5,Q4,Q4,143.59375,164.10714285714286,3083.8926174496646,2.2713791398912506,417.72727272727275
2023-11-26,North,Product E,2801,96,20,3.23,2023,11,26,6,4,Q3,Q5,Q1,Q3,Q5,Q5,Q5,29.177083333333332,140.05,867.1826625386997,1.384577360355907,254.63636363636363
2023-11-27,West,Product B,1071,99,69,2.37,2023,11,27,0,4,Q1,Q5,Q5,Q2,Q5,Q5,Q1,10.818181818181818,15.521739130434783,451.89873417721515,0.5294117647058824,97.36363636363636
2023-11-28,North,Product A,1266,39,40,3.92,2023,11,28,1,4,Q2,Q2,Q3,Q4,Q5,Q5,Q1,32.46153846153846,31.65,322.9591836734694,0.6258032624814631,115.0909090909091
2023-11-29,West,Product D,2874,46,43,3.61,2023,11,29,2,4,Q3,Q3,Q3,Q4,Q5,Q5,Q2,62.47826086956522,66.83720930232558,796.1218836565097,1.4206623826000988,261.27272727272725
2023-11-30,South,Product A,2082,29,21,4.38,2023,11,30,3,4,Q2,Q2,Q1,Q5,Q5,Q5,Q3,71.79310344827586,99.14285714285714,475.3424657534247,1.0291646070192784,189.27272727272728
2023-12-01,South,Product C,953,62,35,3.77,2023,12,1,4,4,Q1,Q4,Q2,Q4,Q5,Q1,Q3,15.370967741935484,27.228571428571428,252.78514588859417,0.47108255066732574,79.41666666666667
2023-12-02,West,Product A,4246,93,72,2.72,2023,12,2,5,4,Q5,Q5,Q5,Q3,Q5,Q1,Q4,45.655913978494624,58.97222222222222,1561.0294117647059,2.0988630746416215,353.8333333333333
2023-12-03,East,Product E,3836,62,23,3.0,2023,12,3,6,4,Q4,Q4,Q1,Q3,Q5,Q1,Q5,61.87096774193548,166.7826086956522,1278.6666666666667,1.8961937716262975,319.6666666666667
2023-12-04,East,Product B,3869,57,52,2.1,2023,12,4,0,4,Q4,Q3,Q4,Q2,Q5,Q1,Q1,67.87719298245614,74.40384615384616,1842.3809523809523,1.9125061789421651,322.4166666666667
2023-12-05,South,Product A,674,16,39,2.23,2023,12,5,1,4,Q1,Q1,Q2,Q2,Q5,Q1,Q1,42.125,17.28205128205128,302.2421524663677,0.333168561542264,56.166666666666664
2023-12-06,South,Product B,3361,56,60,4.16,2023,12,6,2,4,Q4,Q3,Q4,Q4,Q5,Q1,Q2,60.017857142857146,56.016666666666666,807.9326923076923,1.6613939693524469,280.0833333333333
2023-12-07,North,Product D,1248,10,32,2.79,2023,12,7,3,4,Q2,Q1,Q2,Q3,Q5,Q1,Q3,124.8,39.0,447.31182795698925,0.6169055857637172,104.0
2023-12-08,South,Product D,1815,30,39,4.19,2023,12,8,4,4,Q2,Q2,Q2,Q5,Q5,Q2,Q3,60.5,46.53846153846154,433.1742243436754,0.8971824023727137,151.25
2023-12-09,West,Product E,4877,25,54,4.29,2023,12,9,5,4,Q5,Q2,Q4,Q5,Q5,Q2,Q4,195.08,90.31481481481481,1136.8298368298367,2.410776075135937,406.4166666666667
2023-12-10,East,Product E,3954,84,69,4.43,2023,12,10,6,4,Q4,Q5,Q5,Q5,Q5,Q2,Q5,47.07142857142857,57.30434782608695,892.5507900677202,1.9545229856648543,329.5
2023-12-11,East,Product E,2591,5,59,4.67,2023,12,11,0,4,Q3,Q1,Q4,Q5,Q5,Q2,Q1,518.2,43.91525423728814,554.8179871520342,1.2807711319822046,215.91666666666666
2023-12-12,North,Product B,2760,65,29,2.72,2023,12,12,1,4,Q3,Q4,Q1,Q3,Q5,Q2,Q1,42.46153846153846,95.17241379310344,1014.7058823529411,1.3643104300543747,230.0
2023-12-13,East,Product C,3224,94,64,2.28,2023,12,13,2,4,Q4,Q5,Q5,Q2,Q5,Q2,Q2,34.297872340425535,50.375,1414.0350877192984,1.5936727632229362,268.6666666666667
2023-12-14,East,Product C,3151,49,66,3.33,2023,12,14,3,4,Q4,Q3,Q5,Q4,Q5,Q3,Q3,64.3061224489796,47.74242424242424,946.2462462462462,1.5575877409787444,262.5833333333333
2023-12-15,West,Product C,104,3,59,2.48,2023,12,15,4,4,Q1,Q1,Q4,Q2,Q5,Q3,Q3,34.666666666666664,1.7627118644067796,41.935483870967744,0.0514087988136431,8.666666666666666
2023-12-16,East,Product D,4969,45,55,3.4,2023,12,16,5,4,Q5,Q3,Q4,Q4,Q5,Q3,Q4,110.42222222222222,90.34545454545454,1461.4705882352941,2.4562530894710823,414.0833333333333
2023-12-17,North,Product D,976,14,35,3.82,2023,12,17,6,4,Q1,Q1,Q2,Q4,Q5,Q3,Q5,69.71428571428571,27.885714285714286,255.4973821989529,0.4824518042511122,81.33333333333333
2023-12-18,North,Product C,1091,30,62,3.75,2023,12,18,0,4,Q1,Q2,Q4,Q4,Q5,Q3,Q1,36.36666666666667,17.596774193548388,290.93333333333334,0.5392980721700444,90.91666666666667
2023-12-19,East,Product E,4242,68,52,2.5,2023,12,19,1,4,Q5,Q4,Q4,Q2,Q5,Q3,Q1,62.38235294117647,81.57692307692308,1696.8,2.096885813148789,353.5
2023-12-20,South,Product A,4464,18,47,1.67,2023,12,20,2,4,Q5,Q1,Q3,Q1,Q5,Q4,Q2,248.0,94.97872340425532,2673.053892215569,2.2066238260009885,372.0
2023-12-21,East,Product C,4565,62,41,2.72,2023,12,21,3,4,Q5,Q4,Q3,Q3,Q5,Q4,Q3,73.62903225806451,111.34146341463415,1678.3088235294117,2.2565496786950074,380.4166666666667
2023-12-22,North,Product A,735,37,59,1.57,2023,12,22,4,4,Q1,Q2,Q4,Q1,Q5,Q4,Q3,19.864864864864863,12.457627118644067,468.1528662420382,0.3633217993079585,61.25
2023-12-23,North,Product C,1793,25,47,4.56,2023,12,23,5,4,Q2,Q2,Q3,Q5,Q5,Q4,Q4,71.72,38.148936170212764,393.20175438596493,0.8863074641621355,149.41666666666666
2023-12-24,West,Product A,1782,48,31,2.38,2023,12,24,6,4,Q2,Q3,Q2,Q2,Q5,Q4,Q5,37.125,57.483870967741936,748.7394957983194,0.8808699950568463,148.5
2023-12-25,East,Product E,4852,65,23,1.62,2023,12,25,0,4,Q5,Q4,Q1,Q1,Q5,Q4,Q1,74.64615384615385,210.95652173913044,2995.0617283950614,2.3984181908057343,404.3333333333333
2023-12-26,East,Product D,219,53,20,1.1,2023,12,26,1,4,Q1,Q3,Q1,Q1,Q5,Q5,Q1,4.132075471698113,10.95,199.09090909090907,0.10825506673257539,18.25
2023-12-27,West,Product C,930,79,33,3.58,2023,12,27,2,4,Q1,Q4,Q2,Q4,Q5,Q5,Q2,11.772151898734178,28.181818181818183,259.77653631284915,0.4597132970835393,77.5
2023-12-28,North,Product C,3775,73,24,3.55,2023,12,28,3,4,Q4,Q4,Q1,Q4,Q5,Q5,Q3,51.71232876712329,157.29166666666666,1063.380281690141,1.866040533860603,314.5833333333333
2023-12-29,West,Product E,1469,15,69,2.36,2023,12,29,4,4,Q2,Q1,Q5,Q2,Q5,Q5,Q3,97.93333333333334,21.28985507246377,622.4576271186442,0.7261492832427089,122.41666666666667
2023-12-30,South,Product B,840,49,31,1.29,2023,12,30,5,4,Q1,Q3,Q2,Q1,Q5,Q5,Q4,17.142857142857142,27.096774193548388,651.1627906976744,0.41522491349480967,70.0
2023-12-31,East,Product C,216,88,26,2.64,2023,12,31,6,4,Q1,Q5,Q1,Q2,Q5,Q5,Q5,2.4545454545454546,8.307692307692308,81.81818181818181,0.10677212061295106,18.0
2024-01-01,North,Product A,2938,68,32,2.24,2024,1,1,0,1,Q3,Q4,Q2,Q2,Q1,Q1,Q1,43.205882352941174,91.8125,1311.6071428571427,1.4515810276679841,2938.0
2024-01-02,West,Product E,1250,12,38,3.71,2024,1,2,1,1,Q2,Q1,Q2,Q4,Q1,Q1,Q1,104.16666666666667,32.89473684210526,336.92722371967653,0.6175889328063241,1250.0
2024-01-03,North,Product B,2031,59,52,3.42,2024,1,3,2,1,Q2,Q3,Q4,Q4,Q1,Q1,Q2,34.42372881355932,39.05769230769231,593.859649122807,1.0034584980237153,2031.0
2024-01-04,South,Product C,1112,37,19,2.46,2024,1,4,3,1,Q1,Q2,Q1,Q2,Q1,Q1,Q3,30.054054054054053,58.526315789473685,452.0325203252033,0.549407114624506,1112.0
2024-01-05,East,Product C,1764,61,44,1.87,2024,1,5,4,1,Q2,Q4,Q3,Q1,Q1,Q1,Q3,28.918032786885245,40.09090909090909,943.3155080213903,0.8715415019762845,1764.0
2024-01-06,West,Product D,1181,43,19,4.95,2024,1,6,5,1,Q1,Q3,Q1,Q5,Q1,Q1,Q4,27.46511627906977,62.1578947368421,238.58585858585857,0.583498023715415,1181.0
2024-01-07,North,Product B,4829,70,52,2.82,2024,1,7,6,1,Q5,Q4,Q4,Q3,Q1,Q1,Q5,68.98571428571428,92.86538461538461,1712.4113475177305,2.385869565217391,4829.0
2024-01-08,East,Product E,612,39,35,3.75,2024,1,8,0,1,Q1,Q2,Q2,Q4,Q1,Q2,Q1,15.692307692307692,17.485714285714284,163.2,0.30237154150197626,612.0
2024-01-09,East,Product A,2949,56,31,1.56,2024,1,9,1,1,Q3,Q3,Q2,Q1,Q1,Q2,Q1,52.660714285714285,95.12903225806451,1890.3846153846152,1.45701581027668,2949.0
2024-01-10,North,Product C,659,63,37,2.94,2024,1,10,2,1,Q1,Q4,Q2,Q3,Q1,Q2,Q2,10.46031746031746,17.81081081081081,224.14965986394557,0.3255928853754941,659.0
2024-01-11,East,Product E,3772,46,35,1.11,2024,1,11,3,1,Q4,Q3,Q2,Q1,Q1,Q2,Q3,82.0,107.77142857142857,3398.198198198198,1.8636363636363635,3772.0
2024-01-12,East,Product D,4683,88,27,3.02,2024,1,12,4,1,Q5,Q5,Q1,Q3,Q1,Q2,Q3,53.21590909090909,173.44444444444446,1550.6622516556292,2.313735177865613,4683.0
2024-01-13,West,Product C,3443,11,42,4.86,2024,1,13,5,1,Q4,Q1,Q3,Q5,Q1,Q2,Q4,313.0,81.97619047619048,708.4362139917695,1.701086956521739,3443.0
2024-01-14,East,Product B,4170,62,19,2.54,2024,1,14,6,1,Q5,Q4,Q1,Q2,Q1,Q3,Q5,67.25806451612904,219.47368421052633,1641.732283464567,2.0602766798418974,4170.0
2024-01-15,West,Product E,4899,77,42,1.16,2024,1,15,0,1,Q5,Q4,Q3,Q1,Q1,Q3,Q1,63.62337662337662,116.64285714285714,4223.275862068966,2.4204545454545454,4899.0
2024-01-16,East,Product A,1570,98,71,1.12,2024,1,16,1,1,Q2,Q5,Q5,Q1,Q1,Q3,Q1,16.020408163265305,22.112676056338028,1401.7857142857142,0.775691699604743,1570.0
2024-01-17,South,Product D,680,25,50,2.55,2024,1,17,2,1,Q1,Q2,Q3,Q2,Q1,Q3,Q2,27.2,13.6,266.6666666666667,0.3359683794466403,680.0
2024-01-18,South,Product E,2394,71,53,1.64,2024,1,18,3,1,Q3,Q4,Q4,Q1,Q1,Q3,Q3,33.71830985915493,45.16981132075472,1459.7560975609756,1.1828063241106719,2394.0
2024-01-19,West,Product C,3247,52,48,1.09,2024,1,19,4,1,Q4,Q3,Q3,Q1,Q1,Q3,Q3,62.44230769230769,67.64583333333333,2978.899082568807,1.6042490118577075,3247.0
2024-01-20,West,Product A,4349,4,31,4.02,2024,1,20,5,1,Q5,Q1,Q2,Q4,Q1,Q4,Q4,1087.25,140.29032258064515,1081.8407960199006,2.1487154150197627,4349.0
2024-01-21,South,Product C,1779,59,18,2.83,2024,1,21,6,1,Q2,Q3,Q1,Q3,Q1,Q4,Q5,30.152542372881356,98.83333333333333,628.6219081272085,0.8789525691699605,1779.0
2024-01-22,East,Product C,3606,72,63,2.16,2024,1,22,0,1,Q4,Q4,Q5,Q2,Q1,Q4,Q1,50.083333333333336,57.23809523809524,1669.4444444444443,1.7816205533596838,3606.0
2024-01-23,West,Product B,2844,20,33,4.6,2024,1,23,1,1,Q3,Q1,Q2,Q5,Q1,Q4,Q1,142.2,86.18181818181819,618.2608695652175,1.4051383399209487,2844.0
2024-01-24,North,Product B,3456,93,71,1.46,2024,1,24,2,1,Q4,Q5,Q5,Q1,Q1,Q4,Q2,37.16129032258065,48.67605633802817,2367.123287671233,1.7075098814229248,3456.0
2024-01-25,East,Product C,4145,63,63,4.82,2024,1,25,3,1,Q5,Q4,Q5,Q5,Q1,Q4,Q3,65.7936507936508,65.7936507936508,859.9585062240664,2.0479249011857705,4145.0
2024-01-26,East,Product D,1343,54,69,2.26,2024,1,26,4,1,Q2,Q3,Q5,Q2,Q1,Q5,Q3,24.87037037037037,19.463768115942027,594.2477876106195,0.6635375494071146,1343.0
2024-01-27,South,Product B,3218,74,20,4.55,2024,1,27,5,1,Q4,Q4,Q1,Q5,Q1,Q5,Q4,43.486486486486484,160.9,707.2527472527473,1.5899209486166008,3218.0
2024-01-28,West,Product B,2241,98,52,3.41,2024,1,28,6,1,Q3,Q5,Q4,Q4,Q1,Q5,Q5,22.867346938775512,43.09615384615385,657.1847507331378,1.107213438735178,2241.0
2024-01-29,East,Product B,3159,57,58,4.31,2024,1,29,0,1,Q4,Q3,Q4,Q5,Q1,Q5,Q1,55.421052631578945,54.46551724137931,732.9466357308586,1.5607707509881423,3159.0
2024-01-30,West,Product B,4648,90,23,4.94,2024,1,30,1,1,Q5,Q5,Q1,Q5,Q1,Q5,Q1,51.644444444444446,202.08695652173913,940.8906882591092,2.2964426877470356,4648.0
2024-01-31,West,Product A,3059,41,42,2.15,2024,1,31,2,1,Q3,Q3,Q3,Q2,Q1,Q5,Q2,74.60975609756098,72.83333333333333,1422.7906976744187,1.5113636363636365,3059.0
2024-02-01,West,Product C,2365,3,30,4.84,2024,2,1,3,1,Q3,Q1,Q2,Q5,Q1,Q1,Q3,788.3333333333334,78.83333333333333,488.6363636363636,1.1684782608695652,1182.5
2024-02-02,South,Product A,2579,6,70,2.56,2024,2,2,4,1,Q3,Q1,Q5,Q2,Q1,Q1,Q3,429.8333333333333,36.84285714285714,1007.421875,1.2742094861660078,1289.5
2024-02-03,West,Product E,4746,5,51,2.54,2024,2,3,5,1,Q5,Q1,Q3,Q2,Q1,Q1,Q4,949.2,93.05882352941177,1868.503937007874,2.3448616600790513,2373.0
2024-02-04,South,Product E,1735,5,25,2.36,2024,2,4,6,1,Q2,Q1,Q1,Q2,Q1,Q1,Q5,347.0,69.4,735.1694915254237,0.8572134387351779,867.5
2024-02-05,North,Product E,1857,54,38,3.17,2024,2,5,0,1,Q2,Q3,Q2,Q3,Q1,Q1,Q1,34.388888888888886,48.86842105263158,585.8044164037855,0.9174901185770751,928.5
2024-02-06,East,Product A,4552,47,51,1.62,2024,2,6,1,1,Q5,Q3,Q3,Q1,Q1,Q1,Q1,96.85106382978724,89.25490196078431,2809.876543209876,2.2490118577075098,2276.0
2024-02-07,East,Product C,2170,87,21,3.21,2024,2,7,2,1,Q3,Q5,Q1,Q3,Q1,Q1,Q2,24.942528735632184,103.33333333333333,676.0124610591901,1.0721343873517786,1085.0
2024-02-08,North,Product E,2949,49,42,3.17,2024,2,8,3,1,Q3,Q3,Q3,Q3,Q1,Q2,Q3,60.183673469387756,70.21428571428571,930.2839116719243,1.45701581027668,1474.5
2024-02-09,South,Product B,3351,9,32,4.05,2024,2,9,4,1,Q4,Q1,Q2,Q4,Q1,Q2,Q3,372.3333333333333,104.71875,827.4074074074074,1.6556324110671936,1675.5
2024-02-10,East,Product E,3830,99,21,4.33,2024,2,10,5,1,Q4,Q5,Q1,Q5,Q1,Q2,Q4,38.686868686868685,182.38095238095238,884.5265588914549,1.8922924901185771,1915.0
2024-02-11,South,Product D,2589,20,62,2.76,2024,2,11,6,1,Q3,Q1,Q4,Q3,Q1,Q2,Q5,129.45,41.75806451612903,938.0434782608696,1.2791501976284585,1294.5
2024-02-12,South,Product B,1731,61,29,2.21,2024,2,12,0,1,Q2,Q4,Q1,Q2,Q1,Q2,Q1,28.37704918032787,59.689655172413794,783.2579185520362,0.8552371541501976,865.5
2024-02-13,South,Product B,2916,35,49,2.04,2024,2,13,1,1,Q3,Q2,Q3,Q2,Q1,Q2,Q1,83.31428571428572,59.51020408163265,1429.4117647058824,1.4407114624505928,1458.0
2024-02-14,North,Product B,1115,50,49,3.0,2024,2,14,2,1,Q1,Q3,Q3,Q3,Q1,Q3,Q2,22.3,22.755102040816325,371.6666666666667,0.5508893280632411,557.5
2024-02-15,North,Product E,1448,82,45,1.23,2024,2,15,3,1,Q2,Q5,Q3,Q1,Q1,Q3,Q3,17.658536585365855,32.17777777777778,1177.2357723577236,0.7154150197628458,724.0
2024-02-16,South,Product B,4711,62,30,2.37,2024,2,16,4,1,Q5,Q4,Q2,Q2,Q1,Q3,Q3,75.98387096774194,157.03333333333333,1987.7637130801686,2.327569169960474,2355.5
2024-02-17,West,Product D,3187,17,48,2.08,2024,2,17,5,1,Q4,Q1,Q3,Q2,Q1,Q3,Q4,187.47058823529412,66.39583333333333,1532.2115384615383,1.574604743083004,1593.5
